accuracy,split_method,layer,seed
0.9998664315862584,spatial,layer2,923
0.999927522947514,spatial,layer3,923
1.0,spatial,layer4,923
0.9984961723329758,spatial,layer5,923
1.0,spatial,layer1,924
0.9982292644578268,spatial,layer2,924
1.0,spatial,layer3,924
1.0,spatial,layer4,924
1.0,spatial,layer5,924
1.0,spatial,layer1,925
1.0,spatial,layer2,925
1.0,spatial,layer3,925
1.0,spatial,layer4,925
1.0,spatial,layer5,925
1.0,spatial,layer1,926
0.9939436264969204,spatial,layer2,926
1.0,spatial,layer3,926
1.0,spatial,layer4,926
0.999994325178615,spatial,layer5,926
1.0,spatial,layer1,927
0.999851166624688,spatial,layer2,927
0.9998252024028276,spatial,layer3,927
1.0,spatial,layer4,927
1.0,spatial,layer5,927
1.0,spatial,layer1,928
1.0,spatial,layer2,928
0.9999232595914852,spatial,layer3,928
1.0,spatial,layer4,928
1.0,spatial,layer5,928
1.0,spatial,layer1,929
0.9998855127882216,spatial,layer2,929
1.0,spatial,layer3,929
1.0,spatial,layer4,929
1.0,spatial,layer5,929
1.0,spatial,layer1,930
0.9999465726345034,spatial,layer2,930
0.9999104695233996,spatial,layer3,930
1.0,spatial,layer4,930
1.0,spatial,layer5,930
1.0,spatial,layer1,931
0.9999198589517552,spatial,layer2,931
1.0,spatial,layer3,931
1.0,spatial,layer4,931
0.999994325178615,spatial,layer5,931
1.0,spatial,layer1,932
1.0,spatial,layer2,932
1.0,spatial,layer3,932
1.0,spatial,layer4,932
1.0,spatial,layer5,932
1.0,spatial,layer1,933
1.0,spatial,layer2,933
1.0,spatial,layer3,933
1.0,spatial,layer4,933
1.0,spatial,layer5,933
1.0,spatial,layer1,934
1.0,spatial,layer2,934
1.0,spatial,layer3,934
1.0,spatial,layer4,934
1.0,spatial,layer5,934
1.0,spatial,layer1,935
1.0,spatial,layer2,935
1.0,spatial,layer3,935
1.0,spatial,layer4,935
1.0,spatial,layer5,935
1.0,spatial,layer1,936
0.9999198589517552,spatial,layer2,936
1.0,spatial,layer3,936
1.0,spatial,layer4,936
1.0,spatial,layer5,936
1.0,spatial,layer1,937
1.0,spatial,layer2,937
1.0,spatial,layer3,937
1.0,spatial,layer4,937
0.99985245464399,spatial,layer5,937
1.0,spatial,layer1,938
0.9998282691823324,spatial,layer2,938
1.0,spatial,layer3,938
1.0,spatial,layer4,938
1.0,spatial,layer5,938
1.0,spatial,layer1,939
1.0,spatial,layer2,939
1.0,spatial,layer3,939
1.0,spatial,layer4,939
0.99986380428676,spatial,layer5,939
1.0,spatial,layer1,940
0.9998626153458658,spatial,layer2,940
1.0,spatial,layer3,940
1.0,spatial,layer4,940
0.9997900316087552,spatial,layer5,940
1.0,spatial,layer1,941
1.0,spatial,layer2,941
0.999872099319142,spatial,layer3,941
1.0,spatial,layer4,941
0.99981840571568,spatial,layer5,941
1.0,spatial,layer1,942
1.0,spatial,layer2,942
0.9998763626751708,spatial,layer3,942
1.0,spatial,layer4,942
0.999994325178615,spatial,layer5,942
1.0,spatial,layer1,943
1.0,spatial,layer2,943
1.0,spatial,layer3,943
1.0,spatial,layer4,943
0.999994325178615,spatial,layer5,943
1.0,spatial,layer1,944
0.999851166624688,spatial,layer2,944
1.0,spatial,layer3,944
1.0,spatial,layer4,944
1.0,spatial,layer5,944
1.0,spatial,layer1,945
0.9998855127882216,spatial,layer2,945
1.0,spatial,layer3,945
1.0,spatial,layer4,945
1.0,spatial,layer5,945
1.0,spatial,layer1,946
1.0,spatial,layer2,946
1.0,spatial,layer3,946
1.0,spatial,layer4,946
1.0,spatial,layer5,946
1.0,spatial,layer1,947
1.0,spatial,layer2,947
1.0,spatial,layer3,947
1.0,spatial,layer4,947
0.9998240805370652,spatial,layer5,947
1.0,spatial,layer1,948
1.0,spatial,layer2,948
1.0,spatial,layer3,948
1.0,spatial,layer4,948
1.0,spatial,layer5,948
1.0,spatial,layer1,949
1.0,spatial,layer2,949
0.9999232595914852,spatial,layer3,949
1.0,spatial,layer4,949
0.9986266932248308,spatial,layer5,949
1.0,spatial,layer1,950
1.0,spatial,layer2,950
1.0,spatial,layer3,950
1.0,spatial,layer4,950
1.0,spatial,layer5,950
1.0,spatial,layer1,951
1.0,spatial,layer2,951
0.9998465191829704,spatial,layer3,951
1.0,spatial,layer4,951
1.0,spatial,layer5,951
1.0,spatial,layer1,952
0.9998168204611544,spatial,layer2,952
1.0,spatial,layer3,952
1.0,spatial,layer4,952
1.0,spatial,layer5,952
1.0,spatial,layer1,953
1.0,spatial,layer2,953
0.9998550458950276,spatial,layer3,953
1.0,spatial,layer4,953
1.0,spatial,layer5,953
1.0,spatial,layer1,954
0.9889977789480916,spatial,layer2,954
0.9998209390467988,spatial,layer3,954
1.0,spatial,layer4,954
0.9998354301798352,spatial,layer5,954
1.0,spatial,layer1,955
1.0,spatial,layer2,955
1.0,spatial,layer3,955
1.0,spatial,layer4,955
1.0,spatial,layer5,955
1.0,spatial,layer1,956
0.9939054640929942,spatial,layer2,956
1.0,spatial,layer3,956
1.0,spatial,layer4,956
0.9986096687606758,spatial,layer5,956
1.0,spatial,layer1,957
1.0,spatial,layer2,957
0.9999189962354568,spatial,layer3,957
0.9315810546645,spatial,layer4,957
1.0,spatial,layer5,957
1.0,spatial,layer1,958
0.9998206367015472,spatial,layer2,958
1.0,spatial,layer3,958
1.0,spatial,layer4,958
1.0,spatial,layer5,958
1.0,spatial,layer1,959
1.0,spatial,layer2,959
1.0,spatial,layer3,959
1.0,spatial,layer4,959
0.99987515392953,spatial,layer5,959
1.0,spatial,layer1,960
0.9852960257672552,spatial,layer2,960
0.9999104695233996,spatial,layer3,960
1.0,spatial,layer4,960
1.0,spatial,layer5,960
1.0,spatial,layer1,961
0.9915432112899656,spatial,layer2,961
1.0,spatial,layer3,961
1.0,spatial,layer4,961
1.0,spatial,layer5,961
1.0,spatial,layer1,962
1.0,spatial,layer2,962
0.9998593092510564,spatial,layer3,962
1.0,spatial,layer4,962
1.0,spatial,layer5,962
1.0,spatial,layer1,963
0.9997939230187988,spatial,layer2,963
1.0,spatial,layer3,963
1.0,spatial,layer4,963
1.0,spatial,layer5,963
1.0,spatial,layer1,964
1.0,spatial,layer2,964
1.0,spatial,layer3,964
1.0,spatial,layer4,964
1.0,spatial,layer5,964
1.0,spatial,layer1,965
1.0,spatial,layer2,965
1.0,spatial,layer3,965
1.0,spatial,layer4,965
1.0,spatial,layer5,965
0.9999202479150526,spatial,layer1,966
0.9998359016631176,spatial,layer2,966
0.9998678359631136,spatial,layer3,966
1.0,spatial,layer4,966
1.0,spatial,layer5,966
1.0,spatial,layer1,967
0.9999045939901846,spatial,layer2,967
1.0,spatial,layer3,967
1.0,spatial,layer4,967
0.99985245464399,spatial,layer5,967
1.0,spatial,layer1,968
1.0,spatial,layer2,968
0.9998934160992852,spatial,layer3,968
1.0,spatial,layer4,968
1.0,spatial,layer5,968
1.0,spatial,layer1,969
1.0,spatial,layer2,969
1.0,spatial,layer3,969
1.0,spatial,layer4,969
1.0,spatial,layer5,969
1.0,spatial,layer1,970
0.9998664315862584,spatial,layer2,970
0.9999488397276568,spatial,layer3,970
1.0,spatial,layer4,970
1.0,spatial,layer5,970
1.0,spatial,layer1,971
0.9924476602630152,spatial,layer2,971
1.0,spatial,layer3,971
1.0,spatial,layer4,971
1.0,spatial,layer5,971
1.0,spatial,layer1,972
0.9705500728901916,spatial,layer2,972
1.0,spatial,layer3,972
1.0,spatial,layer4,972
1.0,spatial,layer5,972
1.0,spatial,layer1,973
1.0,spatial,layer2,973
1.0,spatial,layer3,973
1.0,spatial,layer4,973
1.0,spatial,layer5,973
1.0,spatial,layer1,974
1.0,spatial,layer2,974
1.0,spatial,layer3,974
1.0,spatial,layer4,974
1.0,spatial,layer5,974
1.0,spatial,layer1,975
1.0,spatial,layer2,975
0.9953358885047132,spatial,layer3,975
1.0,spatial,layer4,975
1.0,spatial,layer5,975
1.0,spatial,layer1,976
1.0,spatial,layer2,976
1.0,spatial,layer3,976
1.0,spatial,layer4,976
0.9998127308942952,spatial,layer5,976
1.0,spatial,layer1,977
0.9998778803074364,spatial,layer2,977
0.9986868863431916,spatial,layer3,977
1.0,spatial,layer4,977
1.0,spatial,layer5,977
1.0,spatial,layer1,978
0.9955502637022112,spatial,layer2,978
1.0,spatial,layer3,978
1.0,spatial,layer4,978
0.9997730071446002,spatial,layer5,978
1.0,spatial,layer1,979
0.9878719880322702,spatial,layer2,979
0.983027579650149,spatial,layer3,979
1.0,spatial,layer4,979
1.0,spatial,layer5,979
1.0,spatial,layer1,980
0.9949854601241042,spatial,layer2,980
1.0,spatial,layer3,980
1.0,spatial,layer4,980
0.99985245464399,spatial,layer5,980
1.0,spatial,layer1,981
1.0,spatial,layer2,981
0.9923302225045512,spatial,layer3,981
1.0,spatial,layer4,981
1.0,spatial,layer5,981
1.0,spatial,layer1,982
0.981433990489929,spatial,layer2,982
0.9929270923485548,spatial,layer3,982
1.0,spatial,layer4,982
1.0,spatial,layer5,982
1.0,spatial,layer1,983
1.0,spatial,layer2,983
0.9999616297957428,spatial,layer3,983
1.0,spatial,layer4,983
1.0,spatial,layer5,983
1.0,spatial,layer1,984
0.9922110533586732,spatial,layer2,984
1.0,spatial,layer3,984
1.0,spatial,layer4,984
1.0,spatial,layer5,984
1.0,spatial,layer1,985
0.9852922095268624,spatial,layer2,985
0.9930422029613272,spatial,layer3,985
1.0,spatial,layer4,985
0.9998865035723,spatial,layer5,985
1.0,spatial,layer1,986
0.9903945229317884,spatial,layer2,986
0.9999019428113424,spatial,layer3,986
1.0,spatial,layer4,986
0.99980705607291,spatial,layer5,986
1.0,spatial,layer1,987
0.995115212297453,spatial,layer2,987
0.9955490563061432,spatial,layer3,987
1.0,spatial,layer4,987
0.99985245464399,spatial,layer5,987
1.0,spatial,layer1,988
0.9916958609056702,spatial,layer2,988
0.9970881278324673,spatial,layer3,988
1.0,spatial,layer4,988
1.0,spatial,layer5,988
1.0,spatial,layer1,989
0.9310596173074134,spatial,layer2,989
1.0,spatial,layer3,989
1.0,spatial,layer4,989
1.0,spatial,layer5,989
1.0,spatial,layer1,990
0.9999351239133256,spatial,layer2,990
1.0,spatial,layer3,990
0.9981158293883512,spatial,layer4,990
1.0,spatial,layer5,990
1.0,spatial,layer1,991
0.9712102824781138,spatial,layer2,991
1.0,spatial,layer3,991
1.0,spatial,layer4,991
0.9999035280364552,spatial,layer5,991
1.0,spatial,layer1,992
1.0,spatial,layer2,992
0.998320237724732,spatial,layer3,992
1.0,spatial,layer4,992
1.0,spatial,layer5,992
1.0,spatial,layer1,993
0.9935123913325548,spatial,layer2,993
0.9982221805360744,spatial,layer3,993
1.0,spatial,layer4,993
1.0,spatial,layer5,993
1.0,spatial,layer1,994
0.973240522366985,spatial,layer2,994
1.0,spatial,layer3,994
1.0,spatial,layer4,994
0.999994325178615,spatial,layer5,994
1.0,spatial,layer1,995
0.9915737412131064,spatial,layer2,995
0.9973908261104976,spatial,layer3,995
1.0,spatial,layer4,995
0.999994325178615,spatial,layer5,995
1.0,spatial,layer1,996
1.0,spatial,layer2,996
1.0,spatial,layer3,996
1.0,spatial,layer4,996
1.0,spatial,layer5,996
1.0,spatial,layer1,997
0.9947526694601546,spatial,layer2,997
1.0,spatial,layer3,997
1.0,spatial,layer4,997
1.0,spatial,layer5,997
1.0,spatial,layer1,998
0.9998626153458658,spatial,layer2,998
0.99890431750065,spatial,layer3,998
1.0,spatial,layer4,998
0.99990920285784,spatial,layer5,998
1.0,spatial,layer1,999
0.9855021027484564,spatial,layer2,999
0.9906589869413404,spatial,layer3,999
1.0,spatial,layer4,999
1.0,spatial,layer5,999
1.0,spatial,layer1,1000
0.995878460375976,spatial,layer2,1000
0.9952719381642842,spatial,layer3,1000
1.0,spatial,layer4,1000
1.0,spatial,layer5,1000
